spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same,4,4,0,0,4,3,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:49:34 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:49:39 GMT-0500 (Eastern Standard Time),1624
spatiotemporal_inconsistent,same,0,0,1,1,0,4,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:49:41 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:49:46 GMT-0500 (Eastern Standard Time),1400
spatiotemporal_inconsistent,same,1,1,0,0,4,2,50,-50,0,Chrome,7949805,Tue Dec 05 2023 09:49:48 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:49:54 GMT-0500 (Eastern Standard Time),2175
spatiotemporal_inconsistent,new,1,1,3,0,4,0,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:49:55 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:01 GMT-0500 (Eastern Standard Time),1960
spatiotemporal_inconsistent,same_swap,3,4,4,3,0,3,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:50:03 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:09 GMT-0500 (Eastern Standard Time),1808
spatiotemporal_inconsistent,same_swap,4,0,0,4,1,0,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:50:11 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:16 GMT-0500 (Eastern Standard Time),1832
spatiotemporal_inconsistent,new,3,4,2,2,1,3,-50,50,1,Chrome,7949805,Tue Dec 05 2023 09:50:18 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:23 GMT-0500 (Eastern Standard Time),1488
spatiotemporal_inconsistent,same,4,4,1,1,3,4,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:50:25 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:30 GMT-0500 (Eastern Standard Time),1360
spatiotemporal_inconsistent,same_swap,4,3,3,4,0,1,50,-50,0,Chrome,7949805,Tue Dec 05 2023 09:50:32 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:37 GMT-0500 (Eastern Standard Time),1632
spatiotemporal_inconsistent,same_swap,1,4,4,1,1,4,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:50:38 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:44 GMT-0500 (Eastern Standard Time),1687
spatiotemporal_inconsistent,same,0,0,2,2,4,2,-50,50,1,Chrome,7949805,Tue Dec 05 2023 09:50:45 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:50 GMT-0500 (Eastern Standard Time),1360
spatiotemporal_inconsistent,same,4,4,3,3,1,2,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:50:52 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:50:57 GMT-0500 (Eastern Standard Time),1424
spatiotemporal_inconsistent,same_swap,0,1,1,0,3,4,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:50:59 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:04 GMT-0500 (Eastern Standard Time),1360
spatiotemporal_inconsistent,new,2,1,4,4,4,2,50,-50,0,Chrome,7949805,Tue Dec 05 2023 09:51:06 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:12 GMT-0500 (Eastern Standard Time),2351
spatiotemporal_inconsistent,same,1,1,0,0,4,2,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:51:14 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:21 GMT-0500 (Eastern Standard Time),2632
spatiotemporal_inconsistent,new,2,0,3,3,0,2,50,-50,0,Chrome,7949805,Tue Dec 05 2023 09:51:23 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:28 GMT-0500 (Eastern Standard Time),1376
spatiotemporal_inconsistent,same,0,0,3,3,0,3,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:51:30 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:36 GMT-0500 (Eastern Standard Time),2146
spatiotemporal_inconsistent,same,0,0,1,1,1,2,50,-50,0,Chrome,7949805,Tue Dec 05 2023 09:51:39 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:44 GMT-0500 (Eastern Standard Time),1575
spatiotemporal_inconsistent,same,4,4,1,1,1,0,-50,50,1,Chrome,7949805,Tue Dec 05 2023 09:51:48 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:51:53 GMT-0500 (Eastern Standard Time),1016
spatiotemporal_inconsistent,same,3,3,0,0,2,1,50,-50,1,Chrome,7949805,Tue Dec 05 2023 09:52:12 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:52:17 GMT-0500 (Eastern Standard Time),1224
spatiotemporal_inconsistent,same_swap,3,1,1,3,3,2,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:52:19 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:52:24 GMT-0500 (Eastern Standard Time),1351
spatiotemporal_inconsistent,same,4,4,3,3,0,1,-50,50,1,Chrome,7949805,Tue Dec 05 2023 09:52:27 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:52:32 GMT-0500 (Eastern Standard Time),1056
spatiotemporal_inconsistent,new,1,1,3,0,2,0,-50,50,0,Chrome,7949805,Tue Dec 05 2023 09:52:34 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:52:39 GMT-0500 (Eastern Standard Time),992
