spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_color_change_rate,ball_B_color_change_rate,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same,4,4,2,2,0,2,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:44:30 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:44:36 GMT-0400 (Eastern Daylight Time),2183
spatiotemporal_inconsistent,same_swap,1,4,4,1,4,3,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:44:36 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:44:42 GMT-0400 (Eastern Daylight Time),2232
spatiotemporal_inconsistent,same_swap,2,0,0,2,3,1,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:44:43 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:44:49 GMT-0400 (Eastern Daylight Time),2368
spatiotemporal_inconsistent,same,2,2,4,4,0,3,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:44:50 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:44:56 GMT-0400 (Eastern Daylight Time),2471
spatiotemporal_inconsistent,same,0,0,1,1,4,1,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:44:58 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:04 GMT-0400 (Eastern Daylight Time),2135
spatiotemporal_inconsistent,same,3,3,2,2,3,1,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:45:04 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:10 GMT-0400 (Eastern Daylight Time),2336
spatiotemporal_inconsistent,same,0,0,2,2,1,3,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:45:11 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:17 GMT-0400 (Eastern Daylight Time),2243
spatiotemporal_inconsistent,new,4,1,3,3,0,4,5,0,-50,50,0,Chrome,2740762,Thu Jul 03 2025 13:45:17 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:24 GMT-0400 (Eastern Daylight Time),2696
spatiotemporal_inconsistent,new,2,2,3,4,0,3,5,0,50,-50,0,Chrome,2740762,Thu Jul 03 2025 13:45:24 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:31 GMT-0400 (Eastern Daylight Time),2832
spatiotemporal_inconsistent,same_swap,2,0,0,2,1,2,5,0,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:45:31 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:37 GMT-0400 (Eastern Daylight Time),2242
spatiotemporal_inconsistent,same,0,0,3,3,0,2,5,0,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:45:38 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:44 GMT-0400 (Eastern Daylight Time),2231
spatiotemporal_inconsistent,new,4,4,2,1,0,1,0,5,-50,50,0,Chrome,2740762,Thu Jul 03 2025 13:45:44 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:50 GMT-0400 (Eastern Daylight Time),2423
spatiotemporal_inconsistent,same_swap,3,4,4,3,0,4,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:45:51 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:45:57 GMT-0400 (Eastern Daylight Time),2288
spatiotemporal_inconsistent,same,0,0,1,1,2,0,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:45:58 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:03 GMT-0400 (Eastern Daylight Time),1944
spatiotemporal_inconsistent,new,4,4,0,3,1,3,5,0,50,-50,0,Chrome,2740762,Thu Jul 03 2025 13:46:04 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:10 GMT-0400 (Eastern Daylight Time),1943
spatiotemporal_inconsistent,new,2,4,3,3,4,0,0,5,-50,50,0,Chrome,2740762,Thu Jul 03 2025 13:46:10 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:16 GMT-0400 (Eastern Daylight Time),2303
spatiotemporal_inconsistent,same,3,3,0,0,3,4,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:46:17 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:23 GMT-0400 (Eastern Daylight Time),2352
spatiotemporal_inconsistent,same,2,2,1,1,0,2,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:46:23 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:29 GMT-0400 (Eastern Daylight Time),2184
spatiotemporal_inconsistent,new,4,1,3,3,3,2,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:46:30 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:36 GMT-0400 (Eastern Daylight Time),2535
spatiotemporal_inconsistent,same_swap,3,2,2,3,0,2,5,0,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:46:41 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:47 GMT-0400 (Eastern Daylight Time),2336
spatiotemporal_inconsistent,same,3,3,0,0,2,1,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:46:48 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:46:53 GMT-0400 (Eastern Daylight Time),1456
spatiotemporal_inconsistent,same_swap,1,3,3,1,0,3,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:46:54 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:00 GMT-0400 (Eastern Daylight Time),2007
spatiotemporal_inconsistent,same_swap,1,0,0,1,2,1,5,0,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:47:01 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:06 GMT-0400 (Eastern Daylight Time),1888
spatiotemporal_inconsistent,same,4,4,0,0,3,4,5,0,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:47:07 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:13 GMT-0400 (Eastern Daylight Time),2544
spatiotemporal_inconsistent,same_swap,1,2,2,1,3,4,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:47:14 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:19 GMT-0400 (Eastern Daylight Time),2143
spatiotemporal_inconsistent,same,3,3,0,0,3,2,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:47:20 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:26 GMT-0400 (Eastern Daylight Time),2135
spatiotemporal_inconsistent,new,4,0,2,2,4,1,0,5,50,-50,1,Chrome,2740762,Thu Jul 03 2025 13:47:26 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:32 GMT-0400 (Eastern Daylight Time),1992
spatiotemporal_inconsistent,new,0,1,4,4,2,3,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:47:33 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:40 GMT-0400 (Eastern Daylight Time),2760
spatiotemporal_inconsistent,new,4,3,0,0,1,4,5,0,50,-50,0,Chrome,2740762,Thu Jul 03 2025 13:47:41 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:47 GMT-0400 (Eastern Daylight Time),2151
spatiotemporal_inconsistent,same,1,1,2,2,0,3,0,5,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:47:48 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:47:54 GMT-0400 (Eastern Daylight Time),2167
spatiotemporal_inconsistent,same,2,2,0,0,0,4,5,0,-50,50,1,Chrome,2740762,Thu Jul 03 2025 13:47:54 GMT-0400 (Eastern Daylight Time),Thu Jul 03 2025 13:48:00 GMT-0400 (Eastern Daylight Time),2480
