spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_color_change_rate,ball_B_color_change_rate,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,new,3,1,2,2,1,3,0,15,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:05:57 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:03 GMT-0500 (Eastern Standard Time),2010
spatiotemporal_inconsistent,new,1,1,4,3,1,0,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:06:04 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:09 GMT-0500 (Eastern Standard Time),1545
spatiotemporal_inconsistent,same,1,1,0,0,1,2,15,0,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:06:11 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:17 GMT-0500 (Eastern Standard Time),2418
spatiotemporal_inconsistent,same,0,0,1,1,3,4,0,15,-50,50,1,Chrome,3831322,Fri Dec 01 2023 12:06:20 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:25 GMT-0500 (Eastern Standard Time),1826
spatiotemporal_inconsistent,same,3,3,1,1,1,2,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:06:26 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:32 GMT-0500 (Eastern Standard Time),1929
spatiotemporal_inconsistent,same,3,3,0,0,0,2,15,0,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:06:32 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:38 GMT-0500 (Eastern Standard Time),1769
spatiotemporal_inconsistent,new,0,4,3,3,4,1,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:06:38 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:44 GMT-0500 (Eastern Standard Time),1801
spatiotemporal_inconsistent,new,2,2,3,4,1,4,0,15,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:06:44 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:50 GMT-0500 (Eastern Standard Time),1881
spatiotemporal_inconsistent,same_swap,1,4,4,1,0,3,15,0,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:06:51 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:06:56 GMT-0500 (Eastern Standard Time),1769
spatiotemporal_inconsistent,new,3,1,2,2,2,4,0,15,-50,50,1,Chrome,3831322,Fri Dec 01 2023 12:06:57 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:02 GMT-0500 (Eastern Standard Time),1666
spatiotemporal_inconsistent,new,0,0,3,4,0,3,15,0,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:07:04 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:10 GMT-0500 (Eastern Standard Time),1577
spatiotemporal_inconsistent,new,4,1,0,0,1,4,15,0,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:07:10 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:16 GMT-0500 (Eastern Standard Time),2121
spatiotemporal_inconsistent,same_swap,2,3,3,2,1,2,15,0,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:07:17 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:22 GMT-0500 (Eastern Standard Time),1689
spatiotemporal_inconsistent,same_swap,1,3,3,1,1,2,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:07:23 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:28 GMT-0500 (Eastern Standard Time),1618
spatiotemporal_inconsistent,new,2,1,0,0,1,3,15,0,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:07:29 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:34 GMT-0500 (Eastern Standard Time),1834
spatiotemporal_inconsistent,new,1,1,0,4,4,1,15,0,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:07:35 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:40 GMT-0500 (Eastern Standard Time),1801
spatiotemporal_inconsistent,same_swap,2,4,4,2,4,2,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:07:41 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:46 GMT-0500 (Eastern Standard Time),1809
spatiotemporal_inconsistent,same,3,3,4,4,1,2,0,15,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:07:49 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:07:54 GMT-0500 (Eastern Standard Time),1601
spatiotemporal_inconsistent,same_swap,2,3,3,2,3,0,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:08:00 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:06 GMT-0500 (Eastern Standard Time),2009
spatiotemporal_inconsistent,new,3,1,2,2,3,2,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:08:06 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:12 GMT-0500 (Eastern Standard Time),1681
spatiotemporal_inconsistent,same,0,0,4,4,2,4,15,0,-50,50,1,Chrome,3831322,Fri Dec 01 2023 12:08:12 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:18 GMT-0500 (Eastern Standard Time),2162
spatiotemporal_inconsistent,new,1,3,0,0,0,4,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:08:19 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:25 GMT-0500 (Eastern Standard Time),2602
spatiotemporal_inconsistent,new,2,2,3,0,4,0,0,15,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:08:26 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:31 GMT-0500 (Eastern Standard Time),1938
spatiotemporal_inconsistent,same,4,4,2,2,4,1,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:08:32 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:38 GMT-0500 (Eastern Standard Time),2425
spatiotemporal_inconsistent,same_swap,0,3,3,0,0,3,15,0,-50,50,1,Chrome,3831322,Fri Dec 01 2023 12:08:39 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:45 GMT-0500 (Eastern Standard Time),1809
spatiotemporal_inconsistent,same,2,2,0,0,3,0,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:08:45 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:51 GMT-0500 (Eastern Standard Time),1969
spatiotemporal_inconsistent,same,2,2,1,1,2,3,15,0,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:08:51 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:08:57 GMT-0500 (Eastern Standard Time),2153
spatiotemporal_inconsistent,same_swap,3,0,0,3,1,2,0,15,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:08:58 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:09:03 GMT-0500 (Eastern Standard Time),1513
spatiotemporal_inconsistent,new,3,3,1,4,4,1,15,0,-50,50,0,Chrome,3831322,Fri Dec 01 2023 12:09:03 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:09:09 GMT-0500 (Eastern Standard Time),2122
spatiotemporal_inconsistent,same,4,4,1,1,1,3,15,0,50,-50,1,Chrome,3831322,Fri Dec 01 2023 12:09:10 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:09:15 GMT-0500 (Eastern Standard Time),1858
spatiotemporal_inconsistent,new,0,2,3,3,4,0,0,15,50,-50,0,Chrome,3831322,Fri Dec 01 2023 12:09:16 GMT-0500 (Eastern Standard Time),Fri Dec 01 2023 12:09:21 GMT-0500 (Eastern Standard Time),1705
