spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_color_change_rate,ball_B_color_change_rate,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same_swap,0,3,3,0,0,4,15,0,-50,50,1,Chrome,5937909,Tue Jul 08 2025 11:02:08 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:14 GMT-0400 (Eastern Daylight Time),2544
spatiotemporal_inconsistent,same_swap,1,2,2,1,4,0,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:16 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:21 GMT-0400 (Eastern Daylight Time),1808
spatiotemporal_inconsistent,same_swap,3,2,2,3,2,4,15,0,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:22 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:27 GMT-0400 (Eastern Daylight Time),1687
spatiotemporal_inconsistent,same_swap,3,0,0,3,4,0,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:28 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:33 GMT-0400 (Eastern Daylight Time),1736
spatiotemporal_inconsistent,new,2,3,0,0,2,3,0,15,-50,50,1,Chrome,5937909,Tue Jul 08 2025 11:02:34 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:39 GMT-0400 (Eastern Daylight Time),1736
spatiotemporal_inconsistent,same,2,2,1,1,2,3,15,0,50,-50,0,Chrome,5937909,Tue Jul 08 2025 11:02:40 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:45 GMT-0400 (Eastern Daylight Time),1727
spatiotemporal_inconsistent,same_swap,1,4,4,1,2,4,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:45 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:51 GMT-0400 (Eastern Daylight Time),1583
spatiotemporal_inconsistent,same_swap,2,3,3,2,1,4,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:51 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:02:57 GMT-0400 (Eastern Daylight Time),1523
spatiotemporal_inconsistent,new,1,4,2,2,1,0,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:02:57 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:03:03 GMT-0400 (Eastern Daylight Time),1688
spatiotemporal_inconsistent,same,3,3,4,4,2,3,0,15,50,-50,1,Chrome,5937909,Tue Jul 08 2025 11:03:03 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:03:09 GMT-0400 (Eastern Daylight Time),1920
spatiotemporal_inconsistent,same_swap,4,2,2,4,2,0,15,0,-50,50,1,Chrome,5937909,Tue Jul 08 2025 11:03:10 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:03:15 GMT-0400 (Eastern Daylight Time),1952
spatiotemporal_inconsistent,new,1,1,3,2,1,3,15,0,-50,50,1,Chrome,5937909,Tue Jul 08 2025 11:03:16 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:03:21 GMT-0400 (Eastern Daylight Time),1631
spatiotemporal_inconsistent,new,3,4,0,0,3,1,0,15,-50,50,1,Chrome,5937909,Tue Jul 08 2025 11:03:24 GMT-0400 (Eastern Daylight Time),Tue Jul 08 2025 11:03:29 GMT-0400 (Eastern Daylight Time),2008
