spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,new,1,0,2,2,0,4,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:10:59 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:04 GMT-0500 (Eastern Standard Time),1573
spatiotemporal_inconsistent,new,2,4,0,0,3,0,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:11:07 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:12 GMT-0500 (Eastern Standard Time),1229
spatiotemporal_inconsistent,new,4,1,0,0,2,0,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:11:13 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:19 GMT-0500 (Eastern Standard Time),1718
spatiotemporal_inconsistent,same_swap,2,0,0,2,2,4,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:11:20 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:25 GMT-0500 (Eastern Standard Time),1228
spatiotemporal_inconsistent,same_swap,3,1,1,3,4,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:11:28 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:33 GMT-0500 (Eastern Standard Time),1611
spatiotemporal_inconsistent,same_swap,4,2,2,4,3,1,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:11:36 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:41 GMT-0500 (Eastern Standard Time),1101
spatiotemporal_inconsistent,new,0,4,1,1,2,0,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:11:44 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:50 GMT-0500 (Eastern Standard Time),2908
spatiotemporal_inconsistent,same,4,4,1,1,4,0,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:11:51 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:11:56 GMT-0500 (Eastern Standard Time),1359
spatiotemporal_inconsistent,new,0,0,4,2,3,4,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:11:57 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:02 GMT-0500 (Eastern Standard Time),1124
spatiotemporal_inconsistent,same,4,4,3,3,0,3,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:12:03 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:08 GMT-0500 (Eastern Standard Time),1516
spatiotemporal_inconsistent,new,1,1,0,4,4,3,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:12:09 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:16 GMT-0500 (Eastern Standard Time),2867
spatiotemporal_inconsistent,same,4,4,1,1,0,2,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:12:17 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:22 GMT-0500 (Eastern Standard Time),1187
spatiotemporal_inconsistent,new,1,2,0,0,0,2,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:12:23 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:28 GMT-0500 (Eastern Standard Time),1691
spatiotemporal_inconsistent,same_swap,0,1,1,0,1,0,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:12:29 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:35 GMT-0500 (Eastern Standard Time),1918
spatiotemporal_inconsistent,same,2,2,4,4,2,3,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:12:36 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:42 GMT-0500 (Eastern Standard Time),2958
spatiotemporal_inconsistent,new,1,1,0,4,4,0,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:12:43 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:12:52 GMT-0500 (Eastern Standard Time),5016
spatiotemporal_inconsistent,new,0,0,3,1,0,4,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:12:55 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:00 GMT-0500 (Eastern Standard Time),1254
spatiotemporal_inconsistent,same,4,4,2,2,4,1,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:01 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:06 GMT-0500 (Eastern Standard Time),1295
spatiotemporal_inconsistent,same,3,3,4,4,3,0,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:07 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:12 GMT-0500 (Eastern Standard Time),1307
spatiotemporal_inconsistent,same,1,1,0,0,2,4,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:12 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:17 GMT-0500 (Eastern Standard Time),1196
spatiotemporal_inconsistent,same_swap,0,4,4,0,2,4,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:18 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:23 GMT-0500 (Eastern Standard Time),1380
spatiotemporal_inconsistent,new,3,3,2,0,4,1,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:13:24 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:29 GMT-0500 (Eastern Standard Time),1220
spatiotemporal_inconsistent,new,1,2,3,3,3,2,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:13:31 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:37 GMT-0500 (Eastern Standard Time),2098
spatiotemporal_inconsistent,new,0,4,1,1,3,1,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:37 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:42 GMT-0500 (Eastern Standard Time),1431
spatiotemporal_inconsistent,same,0,0,4,4,3,4,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:13:43 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:49 GMT-0500 (Eastern Standard Time),1595
spatiotemporal_inconsistent,same_swap,0,1,1,0,1,3,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:13:49 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:13:55 GMT-0500 (Eastern Standard Time),1588
spatiotemporal_inconsistent,same,4,4,1,1,3,0,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:13:55 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:00 GMT-0500 (Eastern Standard Time),1446
spatiotemporal_inconsistent,same,0,0,2,2,4,3,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:14:01 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:06 GMT-0500 (Eastern Standard Time),1564
spatiotemporal_inconsistent,same_swap,3,2,2,3,0,2,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:14:07 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:12 GMT-0500 (Eastern Standard Time),1169
spatiotemporal_inconsistent,new,4,0,1,1,1,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:14:12 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:18 GMT-0500 (Eastern Standard Time),2038
spatiotemporal_inconsistent,new,2,2,1,0,3,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:14:19 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:25 GMT-0500 (Eastern Standard Time),2206
spatiotemporal_inconsistent,new,3,3,2,4,0,4,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:14:26 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:32 GMT-0500 (Eastern Standard Time),2244
spatiotemporal_inconsistent,same,1,1,3,3,3,2,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:14:32 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:38 GMT-0500 (Eastern Standard Time),1837
spatiotemporal_inconsistent,same_swap,0,1,1,0,2,0,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:14:38 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:44 GMT-0500 (Eastern Standard Time),1980
spatiotemporal_inconsistent,new,0,3,4,4,4,2,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:14:45 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:50 GMT-0500 (Eastern Standard Time),1579
spatiotemporal_inconsistent,same,3,3,4,4,4,3,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:14:50 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:14:56 GMT-0500 (Eastern Standard Time),1780
spatiotemporal_inconsistent,same,4,4,1,1,1,3,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:14:56 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:02 GMT-0500 (Eastern Standard Time),1643
spatiotemporal_inconsistent,new,2,4,0,0,1,0,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:15:02 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:08 GMT-0500 (Eastern Standard Time),1955
spatiotemporal_inconsistent,same_swap,0,1,1,0,1,0,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:15:09 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:14 GMT-0500 (Eastern Standard Time),1291
spatiotemporal_inconsistent,new,3,3,1,2,4,0,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:15:14 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:19 GMT-0500 (Eastern Standard Time),1484
spatiotemporal_inconsistent,same_swap,0,3,3,0,4,2,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:15:20 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:25 GMT-0500 (Eastern Standard Time),1512
spatiotemporal_inconsistent,new,1,1,0,2,0,4,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:15:26 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:31 GMT-0500 (Eastern Standard Time),1230
spatiotemporal_inconsistent,same,2,2,3,3,2,0,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:15:31 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:36 GMT-0500 (Eastern Standard Time),1363
spatiotemporal_inconsistent,new,0,1,3,3,1,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:15:37 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:42 GMT-0500 (Eastern Standard Time),1892
spatiotemporal_inconsistent,new,3,4,1,1,0,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:15:43 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:48 GMT-0500 (Eastern Standard Time),1263
spatiotemporal_inconsistent,new,0,0,1,2,4,0,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:15:48 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:53 GMT-0500 (Eastern Standard Time),1219
spatiotemporal_inconsistent,same,3,3,1,1,4,1,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:15:53 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:15:59 GMT-0500 (Eastern Standard Time),1533
spatiotemporal_inconsistent,new,3,4,1,1,0,3,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:15:59 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:04 GMT-0500 (Eastern Standard Time),1172
spatiotemporal_inconsistent,same,4,4,0,0,2,3,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:16:04 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:10 GMT-0500 (Eastern Standard Time),1911
spatiotemporal_inconsistent,same,4,4,1,1,4,2,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:16:10 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:16 GMT-0500 (Eastern Standard Time),1432
spatiotemporal_inconsistent,same,0,0,4,4,1,4,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:16:16 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:22 GMT-0500 (Eastern Standard Time),2246
spatiotemporal_inconsistent,same_swap,0,3,3,0,1,3,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:16:23 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:28 GMT-0500 (Eastern Standard Time),1956
spatiotemporal_inconsistent,new,0,3,2,2,0,2,-50,50,0,Chrome,7630208,Wed Dec 06 2023 09:16:29 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:34 GMT-0500 (Eastern Standard Time),1928
spatiotemporal_inconsistent,same_swap,4,2,2,4,2,4,50,-50,0,Chrome,7630208,Wed Dec 06 2023 09:16:35 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:41 GMT-0500 (Eastern Standard Time),2101
spatiotemporal_inconsistent,new,0,0,4,1,4,2,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:16:41 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:47 GMT-0500 (Eastern Standard Time),2011
spatiotemporal_inconsistent,same,2,2,3,3,1,2,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:16:48 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:53 GMT-0500 (Eastern Standard Time),1186
spatiotemporal_inconsistent,same_swap,4,3,3,4,4,2,-50,50,1,Chrome,7630208,Wed Dec 06 2023 09:16:53 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:16:59 GMT-0500 (Eastern Standard Time),1467
spatiotemporal_inconsistent,new,3,3,4,0,0,2,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:16:59 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:17:05 GMT-0500 (Eastern Standard Time),2036
spatiotemporal_inconsistent,same_swap,4,2,2,4,4,1,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:17:05 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:17:11 GMT-0500 (Eastern Standard Time),1760
spatiotemporal_inconsistent,same,1,1,4,4,0,1,50,-50,1,Chrome,7630208,Wed Dec 06 2023 09:17:11 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 09:17:17 GMT-0500 (Eastern Standard Time),1871
