spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,new,1,0,2,2,1,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:02:23 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:02:28 GMT-0500 (Eastern Standard Time),1519
spatiotemporal_inconsistent,new,0,1,3,3,0,1,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:02:35 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:02:39 GMT-0500 (Eastern Standard Time),1183
spatiotemporal_inconsistent,new,2,3,0,0,4,0,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:02:46 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:02:51 GMT-0500 (Eastern Standard Time),1379
spatiotemporal_inconsistent,same_swap,3,0,0,3,0,3,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:02:54 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:02:59 GMT-0500 (Eastern Standard Time),1297
spatiotemporal_inconsistent,same_swap,1,2,2,1,2,4,-50,50,0,Chrome,6293364,Tue Dec 05 2023 09:03:00 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:05 GMT-0500 (Eastern Standard Time),1327
spatiotemporal_inconsistent,same_swap,0,1,1,0,3,2,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:03:07 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:12 GMT-0500 (Eastern Standard Time),1352
spatiotemporal_inconsistent,same,0,0,1,1,0,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:03:14 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:19 GMT-0500 (Eastern Standard Time),1200
spatiotemporal_inconsistent,same,0,0,4,4,1,3,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:03:20 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:25 GMT-0500 (Eastern Standard Time),1471
spatiotemporal_inconsistent,same,3,3,1,1,1,3,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:03:27 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:32 GMT-0500 (Eastern Standard Time),1400
spatiotemporal_inconsistent,new,0,4,1,1,2,3,-50,50,0,Chrome,6293364,Tue Dec 05 2023 09:03:33 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:39 GMT-0500 (Eastern Standard Time),1424
spatiotemporal_inconsistent,same_swap,2,1,1,2,1,4,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:03:40 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:45 GMT-0500 (Eastern Standard Time),1288
spatiotemporal_inconsistent,same,1,1,3,3,0,2,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:03:46 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:51 GMT-0500 (Eastern Standard Time),1265
spatiotemporal_inconsistent,new,1,1,2,4,2,3,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:03:53 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:03:58 GMT-0500 (Eastern Standard Time),1384
spatiotemporal_inconsistent,same,0,0,3,3,1,4,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:03:59 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:04 GMT-0500 (Eastern Standard Time),1104
spatiotemporal_inconsistent,new,3,3,2,1,3,1,-50,50,0,Chrome,6293364,Tue Dec 05 2023 09:04:05 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:10 GMT-0500 (Eastern Standard Time),1304
spatiotemporal_inconsistent,new,4,1,3,3,0,1,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:04:12 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:16 GMT-0500 (Eastern Standard Time),1168
spatiotemporal_inconsistent,same,4,4,2,2,4,0,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:04:18 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:23 GMT-0500 (Eastern Standard Time),1464
spatiotemporal_inconsistent,same_swap,3,0,0,3,3,0,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:04:24 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:29 GMT-0500 (Eastern Standard Time),1137
spatiotemporal_inconsistent,same,2,2,0,0,4,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:04:31 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:36 GMT-0500 (Eastern Standard Time),1092
spatiotemporal_inconsistent,same_swap,4,3,3,4,0,3,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:04:37 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:42 GMT-0500 (Eastern Standard Time),1423
spatiotemporal_inconsistent,new,2,2,0,4,1,3,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:04:44 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:49 GMT-0500 (Eastern Standard Time),1752
spatiotemporal_inconsistent,new,4,4,0,3,3,1,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:04:51 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:04:56 GMT-0500 (Eastern Standard Time),1256
spatiotemporal_inconsistent,same,4,4,3,3,1,4,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:04:57 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:02 GMT-0500 (Eastern Standard Time),1153
spatiotemporal_inconsistent,new,0,0,4,3,1,0,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:05:03 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:08 GMT-0500 (Eastern Standard Time),1127
spatiotemporal_inconsistent,same_swap,3,1,1,3,3,0,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:05:09 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:14 GMT-0500 (Eastern Standard Time),1272
spatiotemporal_inconsistent,same_swap,4,2,2,4,3,0,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:05:15 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:20 GMT-0500 (Eastern Standard Time),1249
spatiotemporal_inconsistent,same,3,3,4,4,0,4,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:05:22 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:26 GMT-0500 (Eastern Standard Time),1023
spatiotemporal_inconsistent,same,3,3,0,0,3,1,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:05:28 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:33 GMT-0500 (Eastern Standard Time),1280
spatiotemporal_inconsistent,same,1,1,0,0,1,2,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:05:34 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:39 GMT-0500 (Eastern Standard Time),1274
spatiotemporal_inconsistent,new,1,1,3,0,1,2,-50,50,0,Chrome,6293364,Tue Dec 05 2023 09:05:40 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:45 GMT-0500 (Eastern Standard Time),1080
spatiotemporal_inconsistent,new,1,4,2,2,0,1,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:05:46 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:51 GMT-0500 (Eastern Standard Time),1143
spatiotemporal_inconsistent,same,3,3,1,1,4,1,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:05:54 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:05:59 GMT-0500 (Eastern Standard Time),1624
spatiotemporal_inconsistent,same,1,1,4,4,0,4,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:06:01 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:07 GMT-0500 (Eastern Standard Time),1932
spatiotemporal_inconsistent,same,4,4,1,1,2,3,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:06:08 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:13 GMT-0500 (Eastern Standard Time),1304
spatiotemporal_inconsistent,same,4,4,2,2,4,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:06:15 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:20 GMT-0500 (Eastern Standard Time),1135
spatiotemporal_inconsistent,same_swap,2,1,1,2,4,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:06:22 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:27 GMT-0500 (Eastern Standard Time),1912
spatiotemporal_inconsistent,same,2,2,0,0,3,2,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:06:30 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:35 GMT-0500 (Eastern Standard Time),984
spatiotemporal_inconsistent,new,0,1,4,4,1,4,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:06:37 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:42 GMT-0500 (Eastern Standard Time),1433
spatiotemporal_inconsistent,same_swap,1,2,2,1,1,3,-50,50,1,Chrome,6293364,Tue Dec 05 2023 09:06:45 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:50 GMT-0500 (Eastern Standard Time),1112
spatiotemporal_inconsistent,new,0,4,2,2,4,2,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:06:52 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:06:57 GMT-0500 (Eastern Standard Time),1320
spatiotemporal_inconsistent,new,3,3,4,1,3,2,-50,50,0,Chrome,6293364,Tue Dec 05 2023 09:06:59 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:04 GMT-0500 (Eastern Standard Time),1353
spatiotemporal_inconsistent,new,1,3,2,2,4,3,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:07:05 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:10 GMT-0500 (Eastern Standard Time),1387
spatiotemporal_inconsistent,same_swap,4,1,1,4,3,1,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:07:12 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:17 GMT-0500 (Eastern Standard Time),1296
spatiotemporal_inconsistent,same_swap,4,1,1,4,0,2,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:07:18 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:23 GMT-0500 (Eastern Standard Time),1259
spatiotemporal_inconsistent,new,1,2,3,3,2,1,50,-50,0,Chrome,6293364,Tue Dec 05 2023 09:07:24 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:30 GMT-0500 (Eastern Standard Time),1642
spatiotemporal_inconsistent,same_swap,2,1,1,2,2,4,50,-50,1,Chrome,6293364,Tue Dec 05 2023 09:07:31 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 09:07:36 GMT-0500 (Eastern Standard Time),1283
