spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same_swap,2,4,4,2,0,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:45:47 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:45:52 GMT-0400 (Eastern Daylight Time),1802
spatiotemporal_inconsistent,new,1,1,4,3,2,1,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:45:53 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:45:58 GMT-0400 (Eastern Daylight Time),1706
spatiotemporal_inconsistent,same_swap,0,3,3,0,4,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:45:59 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:04 GMT-0400 (Eastern Daylight Time),1216
spatiotemporal_inconsistent,same,0,0,2,2,1,0,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:46:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:10 GMT-0400 (Eastern Daylight Time),1361
spatiotemporal_inconsistent,same_swap,1,3,3,1,3,0,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:46:11 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:17 GMT-0400 (Eastern Daylight Time),2146
spatiotemporal_inconsistent,same,2,2,0,0,2,1,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:46:17 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:22 GMT-0400 (Eastern Daylight Time),1305
spatiotemporal_inconsistent,same_swap,3,1,1,3,4,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:46:25 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:31 GMT-0400 (Eastern Daylight Time),1465
spatiotemporal_inconsistent,new,3,3,2,4,1,4,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:46:31 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:39 GMT-0400 (Eastern Daylight Time),3881
spatiotemporal_inconsistent,same_swap,2,4,4,2,0,3,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:46:40 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:45 GMT-0400 (Eastern Daylight Time),1441
spatiotemporal_inconsistent,same_swap,2,4,4,2,1,4,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:46:48 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:53 GMT-0400 (Eastern Daylight Time),1633
spatiotemporal_inconsistent,same_swap,4,1,1,4,3,0,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:46:53 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:46:59 GMT-0400 (Eastern Daylight Time),1793
spatiotemporal_inconsistent,same,2,2,4,4,2,3,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:47:00 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:05 GMT-0400 (Eastern Daylight Time),1425
spatiotemporal_inconsistent,same_swap,3,4,4,3,0,2,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:47:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:12 GMT-0400 (Eastern Daylight Time),2553
spatiotemporal_inconsistent,same,3,3,2,2,4,1,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:47:12 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:17 GMT-0400 (Eastern Daylight Time),1105
spatiotemporal_inconsistent,new,1,1,3,0,0,2,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:47:18 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:23 GMT-0400 (Eastern Daylight Time),1618
spatiotemporal_inconsistent,new,4,4,1,2,0,1,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:47:24 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:29 GMT-0400 (Eastern Daylight Time),1913
spatiotemporal_inconsistent,same,3,3,1,1,1,0,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:47:30 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:34 GMT-0400 (Eastern Daylight Time),985
spatiotemporal_inconsistent,same_swap,4,2,2,4,0,2,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:47:35 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:42 GMT-0400 (Eastern Daylight Time),3041
spatiotemporal_inconsistent,same,3,3,1,1,2,3,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:47:42 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:47 GMT-0400 (Eastern Daylight Time),1265
spatiotemporal_inconsistent,same_swap,4,1,1,4,0,1,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:47:48 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:53 GMT-0400 (Eastern Daylight Time),1385
spatiotemporal_inconsistent,same,0,0,1,1,3,0,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:47:53 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:47:58 GMT-0400 (Eastern Daylight Time),1217
spatiotemporal_inconsistent,new,3,0,4,4,2,4,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:47:59 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:04 GMT-0400 (Eastern Daylight Time),1337
spatiotemporal_inconsistent,new,2,4,1,1,0,1,-50,50,0,Chrome,6104323,Wed Jul 02 2025 16:48:04 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:09 GMT-0400 (Eastern Daylight Time),1345
spatiotemporal_inconsistent,same_swap,1,0,0,1,2,1,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:48:10 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:16 GMT-0400 (Eastern Daylight Time),2777
spatiotemporal_inconsistent,same,2,2,4,4,4,2,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:48:17 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:22 GMT-0400 (Eastern Daylight Time),1611
spatiotemporal_inconsistent,same_swap,4,3,3,4,2,3,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:48:22 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:28 GMT-0400 (Eastern Daylight Time),1585
spatiotemporal_inconsistent,same_swap,1,3,3,1,0,3,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:48:28 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:33 GMT-0400 (Eastern Daylight Time),1073
spatiotemporal_inconsistent,same_swap,3,2,2,3,4,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:48:33 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:38 GMT-0400 (Eastern Daylight Time),1105
spatiotemporal_inconsistent,new,1,1,4,3,3,2,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:48:38 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:43 GMT-0400 (Eastern Daylight Time),1129
spatiotemporal_inconsistent,same,2,2,1,1,1,0,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:48:43 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:48 GMT-0400 (Eastern Daylight Time),945
spatiotemporal_inconsistent,same_swap,1,0,0,1,4,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:48:49 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:54 GMT-0400 (Eastern Daylight Time),880
spatiotemporal_inconsistent,new,1,3,0,0,2,1,-50,50,0,Chrome,6104323,Wed Jul 02 2025 16:48:54 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:48:59 GMT-0400 (Eastern Daylight Time),1065
spatiotemporal_inconsistent,new,0,3,1,1,3,2,-50,50,0,Chrome,6104323,Wed Jul 02 2025 16:48:59 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:05 GMT-0400 (Eastern Daylight Time),1417
spatiotemporal_inconsistent,same_swap,3,4,4,3,0,3,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:49:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:10 GMT-0400 (Eastern Daylight Time),1785
spatiotemporal_inconsistent,new,1,3,0,0,0,4,-50,50,0,Chrome,6104323,Wed Jul 02 2025 16:49:11 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:16 GMT-0400 (Eastern Daylight Time),1073
spatiotemporal_inconsistent,same_swap,0,4,4,0,2,1,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:49:16 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:21 GMT-0400 (Eastern Daylight Time),1049
spatiotemporal_inconsistent,same_swap,4,3,3,4,4,3,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:49:21 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:26 GMT-0400 (Eastern Daylight Time),1185
spatiotemporal_inconsistent,same,0,0,3,3,0,3,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:49:27 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:32 GMT-0400 (Eastern Daylight Time),1465
spatiotemporal_inconsistent,new,3,3,1,4,1,0,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:49:32 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:37 GMT-0400 (Eastern Daylight Time),1026
spatiotemporal_inconsistent,same_swap,4,2,2,4,2,4,50,-50,1,Chrome,6104323,Wed Jul 02 2025 16:49:37 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:42 GMT-0400 (Eastern Daylight Time),1451
spatiotemporal_inconsistent,same_swap,3,1,1,3,3,1,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:49:43 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:48 GMT-0400 (Eastern Daylight Time),993
spatiotemporal_inconsistent,same,0,0,2,2,0,2,-50,50,1,Chrome,6104323,Wed Jul 02 2025 16:49:48 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:54 GMT-0400 (Eastern Daylight Time),1921
spatiotemporal_inconsistent,new,0,4,2,2,4,2,50,-50,0,Chrome,6104323,Wed Jul 02 2025 16:49:54 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 16:49:59 GMT-0400 (Eastern Daylight Time),1281
