spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same_swap,4,2,2,4,2,3,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:49:37 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:49:42 GMT-0400 (Eastern Daylight Time),1695
spatiotemporal_inconsistent,same_swap,4,1,1,4,1,4,-50,50,0,Chrome,3396439,Wed Jul 02 2025 13:49:44 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:49:49 GMT-0400 (Eastern Daylight Time),1215
spatiotemporal_inconsistent,same_swap,2,1,1,2,2,0,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:49:56 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:03 GMT-0400 (Eastern Daylight Time),3239
spatiotemporal_inconsistent,same,3,3,2,2,2,1,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:50:04 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:09 GMT-0400 (Eastern Daylight Time),1657
spatiotemporal_inconsistent,same_swap,2,4,4,2,3,1,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:50:11 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:19 GMT-0400 (Eastern Daylight Time),3945
spatiotemporal_inconsistent,same,3,3,1,1,4,0,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:50:20 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:25 GMT-0400 (Eastern Daylight Time),1512
spatiotemporal_inconsistent,new,3,1,2,2,2,4,-50,50,0,Chrome,3396439,Wed Jul 02 2025 13:50:26 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:32 GMT-0400 (Eastern Daylight Time),1823
spatiotemporal_inconsistent,new,2,2,0,4,1,3,-50,50,0,Chrome,3396439,Wed Jul 02 2025 13:50:33 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:38 GMT-0400 (Eastern Daylight Time),1919
spatiotemporal_inconsistent,same,3,3,0,0,3,4,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:50:40 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:46 GMT-0400 (Eastern Daylight Time),1915
spatiotemporal_inconsistent,same_swap,3,0,0,3,0,2,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:50:47 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:50:53 GMT-0400 (Eastern Daylight Time),3095
spatiotemporal_inconsistent,same,4,4,2,2,0,2,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:50:54 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:00 GMT-0400 (Eastern Daylight Time),1921
spatiotemporal_inconsistent,new,1,1,2,3,4,0,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:51:01 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:06 GMT-0400 (Eastern Daylight Time),1496
spatiotemporal_inconsistent,new,4,4,0,3,1,0,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:51:07 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:15 GMT-0400 (Eastern Daylight Time),4376
spatiotemporal_inconsistent,same,3,3,2,2,0,1,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:51:16 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:25 GMT-0400 (Eastern Daylight Time),5583
spatiotemporal_inconsistent,new,3,2,1,1,1,4,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:51:27 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:34 GMT-0400 (Eastern Daylight Time),3648
spatiotemporal_inconsistent,same_swap,4,2,2,4,2,1,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:51:35 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:40 GMT-0400 (Eastern Daylight Time),1520
spatiotemporal_inconsistent,new,4,4,0,1,3,1,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:51:42 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:47 GMT-0400 (Eastern Daylight Time),1663
spatiotemporal_inconsistent,new,4,1,2,2,3,2,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:51:48 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:53 GMT-0400 (Eastern Daylight Time),1235
spatiotemporal_inconsistent,same,0,0,4,4,1,4,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:51:54 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:51:59 GMT-0400 (Eastern Daylight Time),1256
spatiotemporal_inconsistent,new,2,2,4,1,1,0,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:52:00 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:05 GMT-0400 (Eastern Daylight Time),1255
spatiotemporal_inconsistent,new,0,4,1,1,4,3,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:52:06 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:11 GMT-0400 (Eastern Daylight Time),1095
spatiotemporal_inconsistent,new,2,3,1,1,2,1,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:52:12 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:18 GMT-0400 (Eastern Daylight Time),2176
spatiotemporal_inconsistent,same,4,4,2,2,1,2,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:52:20 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:25 GMT-0400 (Eastern Daylight Time),1368
spatiotemporal_inconsistent,same_swap,3,0,0,3,3,4,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:52:26 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:31 GMT-0400 (Eastern Daylight Time),1443
spatiotemporal_inconsistent,new,4,2,3,3,4,2,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:52:31 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:36 GMT-0400 (Eastern Daylight Time),1220
spatiotemporal_inconsistent,same,4,4,1,1,1,4,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:52:37 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:42 GMT-0400 (Eastern Daylight Time),1176
spatiotemporal_inconsistent,new,2,2,3,1,0,1,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:52:43 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:48 GMT-0400 (Eastern Daylight Time),1888
spatiotemporal_inconsistent,same_swap,0,4,4,0,0,3,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:52:49 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:52:55 GMT-0400 (Eastern Daylight Time),2407
spatiotemporal_inconsistent,same_swap,3,0,0,3,2,4,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:52:57 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:03 GMT-0400 (Eastern Daylight Time),1721
spatiotemporal_inconsistent,same_swap,2,1,1,2,2,0,50,-50,0,Chrome,3396439,Wed Jul 02 2025 13:53:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:11 GMT-0400 (Eastern Daylight Time),2352
spatiotemporal_inconsistent,new,2,2,0,3,0,4,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:15 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:20 GMT-0400 (Eastern Daylight Time),1443
spatiotemporal_inconsistent,new,3,3,1,0,4,3,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:21 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:26 GMT-0400 (Eastern Daylight Time),1712
spatiotemporal_inconsistent,same_swap,2,4,4,2,1,4,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:27 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:32 GMT-0400 (Eastern Daylight Time),1272
spatiotemporal_inconsistent,same_swap,1,4,4,1,1,3,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:33 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:38 GMT-0400 (Eastern Daylight Time),1368
spatiotemporal_inconsistent,same_swap,1,4,4,1,1,2,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:38 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:43 GMT-0400 (Eastern Daylight Time),1191
spatiotemporal_inconsistent,same,3,3,1,1,1,3,-50,50,1,Chrome,3396439,Wed Jul 02 2025 13:53:44 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:49 GMT-0400 (Eastern Daylight Time),1119
spatiotemporal_inconsistent,same,4,4,3,3,4,1,50,-50,1,Chrome,3396439,Wed Jul 02 2025 13:53:49 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:53:54 GMT-0400 (Eastern Daylight Time),1058
