spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,new,4,0,2,2,4,0,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:22:03 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:09 GMT-0400 (Eastern Daylight Time),2465
spatiotemporal_inconsistent,same,3,3,1,1,0,4,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:22:11 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:21 GMT-0400 (Eastern Daylight Time),5409
spatiotemporal_inconsistent,same,3,3,1,1,0,2,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:22:26 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:31 GMT-0400 (Eastern Daylight Time),1441
spatiotemporal_inconsistent,new,4,4,1,0,4,2,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:22:32 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:37 GMT-0400 (Eastern Daylight Time),1105
spatiotemporal_inconsistent,new,3,4,1,1,2,4,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:22:40 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:45 GMT-0400 (Eastern Daylight Time),1362
spatiotemporal_inconsistent,same,4,4,3,3,0,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:22:46 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:51 GMT-0400 (Eastern Daylight Time),1466
spatiotemporal_inconsistent,new,3,3,0,2,2,4,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:22:53 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:22:58 GMT-0400 (Eastern Daylight Time),1298
spatiotemporal_inconsistent,new,2,2,3,4,2,1,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:22:59 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:04 GMT-0400 (Eastern Daylight Time),1585
spatiotemporal_inconsistent,same_swap,3,4,4,3,1,3,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:23:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:10 GMT-0400 (Eastern Daylight Time),1377
spatiotemporal_inconsistent,new,1,0,3,3,2,3,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:23:16 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:21 GMT-0400 (Eastern Daylight Time),1305
spatiotemporal_inconsistent,new,0,4,1,1,4,0,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:23:22 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:27 GMT-0400 (Eastern Daylight Time),1265
spatiotemporal_inconsistent,new,2,2,1,0,3,1,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:23:29 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:34 GMT-0400 (Eastern Daylight Time),1578
spatiotemporal_inconsistent,new,0,0,2,1,1,3,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:23:35 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:49 GMT-0400 (Eastern Daylight Time),9762
spatiotemporal_inconsistent,new,1,2,0,0,1,4,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:23:50 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:23:55 GMT-0400 (Eastern Daylight Time),985
spatiotemporal_inconsistent,same_swap,0,2,2,0,1,4,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:23:56 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:00 GMT-0400 (Eastern Daylight Time),953
spatiotemporal_inconsistent,same,0,0,3,3,3,0,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:24:02 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:07 GMT-0400 (Eastern Daylight Time),985
spatiotemporal_inconsistent,same,4,4,1,1,4,3,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:24:08 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:13 GMT-0400 (Eastern Daylight Time),1241
spatiotemporal_inconsistent,same_swap,4,3,3,4,0,2,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:24:14 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:18 GMT-0400 (Eastern Daylight Time),1002
spatiotemporal_inconsistent,same,1,1,4,4,3,1,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:24:20 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:25 GMT-0400 (Eastern Daylight Time),1274
spatiotemporal_inconsistent,same_swap,1,4,4,1,2,4,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:24:26 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:32 GMT-0400 (Eastern Daylight Time),1897
spatiotemporal_inconsistent,same,3,3,4,4,2,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:24:33 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:38 GMT-0400 (Eastern Daylight Time),1481
spatiotemporal_inconsistent,same_swap,0,2,2,0,4,1,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:24:39 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:45 GMT-0400 (Eastern Daylight Time),2017
spatiotemporal_inconsistent,new,0,3,1,1,4,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:24:46 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:51 GMT-0400 (Eastern Daylight Time),850
spatiotemporal_inconsistent,new,0,0,3,2,4,0,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:24:55 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:24:59 GMT-0400 (Eastern Daylight Time),745
spatiotemporal_inconsistent,new,3,2,4,4,3,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:25:01 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:06 GMT-0400 (Eastern Daylight Time),1081
spatiotemporal_inconsistent,same_swap,0,1,1,0,2,3,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:25:07 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:12 GMT-0400 (Eastern Daylight Time),938
spatiotemporal_inconsistent,new,4,4,0,1,4,0,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:25:13 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:18 GMT-0400 (Eastern Daylight Time),1137
spatiotemporal_inconsistent,new,1,1,2,4,3,4,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:25:19 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:22 GMT-0400 (Eastern Daylight Time),33
spatiotemporal_inconsistent,same_swap,4,1,1,4,4,1,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:25:24 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:28 GMT-0400 (Eastern Daylight Time),601
spatiotemporal_inconsistent,same_swap,3,1,1,3,4,3,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:25:29 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:34 GMT-0400 (Eastern Daylight Time),873
spatiotemporal_inconsistent,same_swap,2,4,4,2,0,1,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:25:34 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:39 GMT-0400 (Eastern Daylight Time),1169
spatiotemporal_inconsistent,new,3,1,4,4,3,1,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:25:40 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:45 GMT-0400 (Eastern Daylight Time),1713
spatiotemporal_inconsistent,new,2,2,1,0,0,1,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:25:46 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:51 GMT-0400 (Eastern Daylight Time),977
spatiotemporal_inconsistent,same_swap,0,4,4,0,4,1,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:25:52 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:25:57 GMT-0400 (Eastern Daylight Time),1298
spatiotemporal_inconsistent,same,3,3,2,2,4,1,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:25:58 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:03 GMT-0400 (Eastern Daylight Time),1121
spatiotemporal_inconsistent,same,3,3,0,0,2,1,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:26:03 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:08 GMT-0400 (Eastern Daylight Time),1089
spatiotemporal_inconsistent,new,1,4,3,3,4,3,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:09 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:14 GMT-0400 (Eastern Daylight Time),1545
spatiotemporal_inconsistent,same_swap,0,1,1,0,3,2,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:15 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:20 GMT-0400 (Eastern Daylight Time),1049
spatiotemporal_inconsistent,same_swap,1,0,0,1,2,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:21 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:26 GMT-0400 (Eastern Daylight Time),1489
spatiotemporal_inconsistent,new,2,2,1,3,4,2,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:27 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:32 GMT-0400 (Eastern Daylight Time),1169
spatiotemporal_inconsistent,new,0,1,4,4,4,0,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:26:32 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:38 GMT-0400 (Eastern Daylight Time),2026
spatiotemporal_inconsistent,new,2,0,4,4,4,0,-50,50,0,Chrome,3264452,Wed Jul 02 2025 13:26:40 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:46 GMT-0400 (Eastern Daylight Time),1842
spatiotemporal_inconsistent,same,2,2,1,1,3,2,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:26:46 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:52 GMT-0400 (Eastern Daylight Time),1634
spatiotemporal_inconsistent,same_swap,2,3,3,2,2,1,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:52 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:26:58 GMT-0400 (Eastern Daylight Time),1745
spatiotemporal_inconsistent,new,2,3,4,4,4,3,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:26:59 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:27:04 GMT-0400 (Eastern Daylight Time),1393
spatiotemporal_inconsistent,new,4,2,1,1,4,0,50,-50,0,Chrome,3264452,Wed Jul 02 2025 13:27:05 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:27:11 GMT-0400 (Eastern Daylight Time),2065
spatiotemporal_inconsistent,same_swap,2,4,4,2,4,0,-50,50,1,Chrome,3264452,Wed Jul 02 2025 13:27:11 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:27:16 GMT-0400 (Eastern Daylight Time),1179
spatiotemporal_inconsistent,same,2,2,1,1,4,0,50,-50,1,Chrome,3264452,Wed Jul 02 2025 13:27:17 GMT-0400 (Eastern Daylight Time),Wed Jul 02 2025 13:27:22 GMT-0400 (Eastern Daylight Time),1235
