spatiotemporalType,matchType,shape_A_pre_ind,shape_A_test_ind,shape_B_pre_ind,shape_B_test_ind,ball_A_color,ball_B_color,ball_A_color_change_rate,ball_B_color_change_rate,ball_A_vertical,ball_B_vertical,responseC,browser,subjectID,startTime,endTime,reactTime
spatiotemporal_inconsistent,same,0,0,2,2,3,1,5,0,-50,50,1,Chrome,1701621,Wed Apr 24 2024 11:20:11 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:17 GMT-0400 (Eastern Daylight Time),1601
spatiotemporal_inconsistent,new,0,0,4,1,2,1,0,5,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:20:19 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:24 GMT-0400 (Eastern Daylight Time),1561
spatiotemporal_inconsistent,same,4,4,3,3,4,3,0,5,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:20:27 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:32 GMT-0400 (Eastern Daylight Time),1761
spatiotemporal_inconsistent,same_swap,2,4,4,2,3,2,5,0,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:20:35 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:40 GMT-0400 (Eastern Daylight Time),1570
spatiotemporal_inconsistent,new,3,4,0,0,3,1,5,0,-50,50,0,Chrome,1701621,Wed Apr 24 2024 11:20:42 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:47 GMT-0400 (Eastern Daylight Time),1681
spatiotemporal_inconsistent,same,2,2,4,4,0,3,0,5,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:20:49 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:20:54 GMT-0400 (Eastern Daylight Time),1817
spatiotemporal_inconsistent,same,0,0,3,3,3,2,0,5,-50,50,0,Chrome,1701621,Wed Apr 24 2024 11:20:56 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:01 GMT-0400 (Eastern Daylight Time),1585
spatiotemporal_inconsistent,same,0,0,4,4,3,1,5,0,-50,50,1,Chrome,1701621,Wed Apr 24 2024 11:21:05 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:10 GMT-0400 (Eastern Daylight Time),1609
spatiotemporal_inconsistent,new,4,2,1,1,2,0,0,5,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:21:11 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:17 GMT-0400 (Eastern Daylight Time),1441
spatiotemporal_inconsistent,same,4,4,3,3,0,4,5,0,-50,50,1,Chrome,1701621,Wed Apr 24 2024 11:21:18 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:24 GMT-0400 (Eastern Daylight Time),1610
spatiotemporal_inconsistent,new,1,3,4,4,1,4,0,5,50,-50,0,Chrome,1701621,Wed Apr 24 2024 11:21:25 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:30 GMT-0400 (Eastern Daylight Time),1633
spatiotemporal_inconsistent,same,1,1,0,0,1,3,5,0,-50,50,1,Chrome,1701621,Wed Apr 24 2024 11:21:32 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:37 GMT-0400 (Eastern Daylight Time),1617
spatiotemporal_inconsistent,new,3,3,4,0,2,0,5,0,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:21:38 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:44 GMT-0400 (Eastern Daylight Time),1993
spatiotemporal_inconsistent,same,1,1,3,3,3,2,0,5,-50,50,1,Chrome,1701621,Wed Apr 24 2024 11:21:45 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:51 GMT-0400 (Eastern Daylight Time),1808
spatiotemporal_inconsistent,same,1,1,3,3,1,4,0,5,50,-50,1,Chrome,1701621,Wed Apr 24 2024 11:21:52 GMT-0400 (Eastern Daylight Time),Wed Apr 24 2024 11:21:59 GMT-0400 (Eastern Daylight Time),2594
